date,event_type,phase,company,market,state,geometry_ref,geometry_basis,vehicles,platform,fares,service_model,supervision,access,fleet_partner,source_url,notes,source_dataset,source_dataset_url,source_license
2025-10-29,service_announced,unknown,Nuro,San Francisco,CA,"-122.4416,37.7717",point,Lucid Gravity,Uber,Yes,Flexible,Safety Driver,Announced,,https://techcrunch.com/2025/10/29/uber-to-launch-a-premium-robotaxi-service-in-waymos-turf-of-san-francisco/,Nuro + Uber SF service announcement,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-03,service_announced,testing,Waymo,Detroit,MI,"-83.0425,42.3297",point,,,,Flexible,Safety Driver,Announced,,https://fox5sandiego.com/news/local-news/san-diego/waymo-san-diego-las-vegas-detroit/,,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-03,service_announced,testing,Waymo,Las Vegas,NV,"-115.1884,36.1011",point,,,,Flexible,Safety Driver,Announced,,https://fox5sandiego.com/news/local-news/san-diego/waymo-san-diego-las-vegas-detroit/,,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-03,service_announced,testing,Waymo,San Diego,CA,"-117.1611,32.7157",point,,,,Flexible,Safety Driver,Announced,,https://fox5sandiego.com/news/local-news/san-diego/waymo-san-diego-las-vegas-detroit/,,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-18,geometry_updated,deployment,Zoox,San Francisco,CA,zoox-san-francisco-november-18-2025-boundary.geojson,avmap_geojson,,,,,,,,https://sfstandard.com/2025/11/18/zoox-launches-publicly-san-francisco-kind/,Zoox operating in more of SF,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-18,supervision_updated,testing,Waymo,Miami,FL,,none,,,,,Autonomous,,,,https://x.com/Waymo/status/1990806862015705559?s=20,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-18,service_announced,testing,Waymo,Orlando,FL,"-81.379039,28.54211",point,Jaguar I-Pace,,,Flexible,Safety Driver,Announced,,https://waymo.com/blog/2025/11/safe-routine-ready-autonomous-driving-in-new-cities,Waymo makes a sneaky Orlando announcement as a part of a blog post to say they will be launching service in Orlando next year.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-18,service_announced,testing,Waymo,Houston,TX,"-95.3701,29.7601",point,Jaguar I-Pace,,,Flexible,Safety Driver,Announced,,https://waymo.com/blog/2025/11/safe-routine-ready-autonomous-driving-in-new-cities,Waymo makes a sneaky Houston announcement as a part of a blog post to say they will be launching service in Orlando next year.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-20,service_announced,unknown,Waymo,Tampa,FL,"-82.4588,27.9617",point,,,,Flexible,Safety Driver,Announced,,https://waymo.com/blog/?modal=short-get-ready-tampa-were-laying-the-groundwork-to-serve-you-in-the-future-in-the,,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-12-02,supervision_updated,unknown,Waymo,Dallas,TX,,none,,,,,Autonomous,,,,https://x.com/Waymo/status/1995976302864580611?s=20,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-12-03,service_created,deployment,Avride,Dallas,TX,avride-dallas-december-3-2025-boundary.geojson,avmap_geojson,Hyundai IONIQ 5,Uber,Yes,Flexible,Safety Driver,Public,,https://techcrunch.com/2025/12/03/uber-and-avride-launch-robotaxi-service-in-dallas/,,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-12-04,supervision_updated,testing,Waymo,Houston,TX,,none,,,,,Autonomous,,,,https://x.com/Waymo/status/1996595348207231085?s=20,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-12-11,supervision_updated,testing,Waymo,Orlando,FL,"-81.379039,28.54211",point,,,,,Autonomous,,,https://x.com/Waymo/status/1999237761434345487?s=20,Orlando becomes autonomous for Waymo,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-01-13,geometry_updated,deployment,Waymo,Austin,TX,waymo-austin-january-13-2026-boundary.geojson,avmap_geojson,,,,,,,,https://x.com/reed/status/2011133349486871008?s=20,Waymo expands Austin service area according to a Waymo employee on X,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-01-22,service_created,deployment,Waymo,Miami,FL,waymo-miami-january-22-2026-boundary.geojson,avmap_geojson,Jaguar I-Pace,Waymo,Yes,Flexible,Autonomous,Waitlist,Moove,https://www.cnbc.com/2026/01/22/waymo-launches-robotaxi-service-in-miami-extending-us-lead.html,Waymo launches its service to the public in Miami and is gradually letting riders off a waitlist to use their service.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-09,supervision_updated,testing,Waymo,Nashville,TN,"-86.7816,36.1627",point,,,,,Autonomous,Announced,,https://www.reuters.com/business/autos-transportation/waymo-goes-fully-autonomous-nashville-2026-02-09/,Waymo announces driver-out in Nashville.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-12-31,service_ended,deployment,May Mobility,"Martinez, CA",CA,,none,,,,,,,,https://www.facebook.com/ContraCostaTransportationAuthority/photos/1152329803651028/,Pilot program concluded after providing nearly one thousand rides.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-04,service_announced,unknown,Uber,Houston,TX,"-95.3698,29.7604",point,,,,,,Announced,,https://www.bloomberg.com/news/articles/2026-02-04/uber-to-launch-robotaxi-services-in-hong-kong-madrid-houston-zurich,Uber identifies Houston as a major 2026 expansion target for autonomous vehicle rides.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-01-22,supervision_updated,deployment,Tesla,Austin,TX,tesla-austin-october-28-2025-boundary.geojson,avmap_geojson,Model Y,,Yes,Flexible,Autonomous,Waitlist,,https://www.techbuzz.ai/articles/tesla-goes-fully-driverless-in-austin-robotaxi-rollout,"Tesla officially removes safety monitors from a limited number of Robotaxis in Austin, transitioning to unsupervised operations.",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-18,vehicle_types_updated,deployment,Tesla,Austin,TX,,none,Model Y;Cybercab,,,,,,,https://www.autoblog.com/electric/tesla-builds-first-production-cybercab,First production Cybercab (no steering wheel) rolls off the line at Giga Texas; fleet now includes both Model Y and Cybercab units.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-24,service_created,deployment,Waymo,Dallas,TX,waymo-dallas-february-24-2026-boundary.geojson,avmap_geojson,Jaguar I-Pace,Waymo,Yes,Flexible,Autonomous,Waitlist,,https://waymo.com/blog/2026/02/dallas-houston-san-antonio-orlando,Waymo launches commercial driverless service for public waitlist users; service includes Bishop Arts District.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-24,service_created,deployment,Waymo,Houston,TX,waymo-houston-february-24-2026-boundary.geojson,avmap_geojson,Jaguar I-Pace,Waymo,Yes,Flexible,Autonomous,Waitlist,,https://waymo.com/blog/2026/02/dallas-houston-san-antonio-orlando,"Commercial launch within the I-610 loop, including Downtown, Midtown, and Montrose (approx. 25 sq miles).",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-24,service_created,deployment,Waymo,Orlando,FL,waymo-orlando-february-24-2026-boundary.geojson,avmap_geojson,Jaguar I-Pace,Waymo,Yes,Flexible,Autonomous,Waitlist,,https://waymo.com/blog/2026/02/dallas-houston-san-antonio-orlando,Commercial launch covering approximately 50-55 square miles of Orlando's entertainment and tourism hubs.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-12,supervision_updated,deployment,Waymo,San Francisco,CA,"-122.4194,37.7749",point,Ojai (Zeekr RT),Waymo,,,Autonomous,Testing,,https://electrek.co/2026/02/12/waymo-begins-fully-autonomous-ops-with-6th-gen-driver-targets-1m-weekly-rides/,6th-generation Driver begins fully driverless operations for employees and guests,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-12,supervision_updated,deployment,Waymo,Los Angeles,CA,"-118.2437,34.0522",point,Ojai (Zeekr RT),Waymo,,,Autonomous,Testing,,https://electrek.co/2026/02/12/waymo-begins-fully-autonomous-ops-with-6th-gen-driver-targets-1m-weekly-rides/,6th-generation Driver begins fully driverless operations for employees and guests,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-02-18,vehicle_types_updated,deployment,Tesla,Austin,TX,"-97.6171,30.2223",point,Cybercab,Robotaxi,Yes,Flexible,Autonomous,Waitlist,,https://flacenter.com/teslas-cybercab-milestone-and-what-it-means-for-future-evs/,First production Cybercab rolls off line at Giga Texas,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-11,service_announced,deployment,Zoox,Las Vegas,NV,"-115.1728,36.1147",point,Purpose-built Robotaxi,Uber,Yes,Flexible,Autonomous,Announced,,https://investor.uber.com/news-events/news/press-release-details/2026/Zoox-and-Uber-Announce-Strategic-Partnership/default.aspx,Partnership to deploy purpose-built robotaxis on Uber app in Las Vegas,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-13,service_created,deployment,Motional,Las Vegas,NV,"-115.1537,36.0898",point,Ioniq 5,Uber,Yes,Flexible,Safety Driver,Public,,https://thenextweb.com/news/uber-relaunches-motional-robotaxis-in-las-vegas,Uber and Motional relaunch commercial robotaxi service on the Las Vegas Strip,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-11-17,service_announced,unknown,Tesla,Phoenix,AZ,"-112.074141,33.448437",point,,,,,,,,https://techcrunch.com/2025/11/18/tesla-receives-ride-hailing-permit-in-arizona-in-last-required-step-to-launch-robotaxi-service/,"Tesla received TNC permit from Arizona Department of Transportation on November 17, 2025. Company expressed interest in operating within Phoenix Metro area.",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-19,service_announced,unknown,Rivian,San Francisco,CA,"-122.407520,37.787936",point,Rivian R2,Uber,,Flexible,Autonomous,,Uber,https://www.theverge.com/transportation/897105/uber-rivian-robotaxi-investment-deal,"Partnership to deploy 10,000 autonomous R2 vehicles starting in San Francisco and Miami in 2028; subject to regulatory approval",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-19,service_announced,unknown,Rivian,Miami,FL,"-80.1918,25.7617",point,Rivian R2,Uber,,Flexible,Autonomous,,Uber,https://www.theverge.com/transportation/897105/uber-rivian-robotaxi-investment-deal,"Partnership to deploy 10,000 autonomous R2 vehicles starting in San Francisco and Miami in 2028; subject to regulatory approval",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-24,service_announced,deployment,Zoox,Austin,TX,"-97.743700,30.271129",point,,,No,,Autonomous,Waitlist,,https://www.theverge.com/transportation/899323/zoox-robotaxi-las-vegas-san-francisco-austin-miami,Initial service limited to employees and family/friends before opening to waitlist. Article mentions Miami as well but Austin extracted per multi-city rules.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2025-08-12,service_announced,deployment,Tesla,Austin,TX,"-97.743700,30.271129",point,,,,Flexible,,Waitlist,,https://carboncredits.com/tesla-robotaxi-secures-permit-in-texas-fuels-tsla-stock-surge-and-market-buzz/,"Texas Department of Licensing and Regulation granted Tesla Robotaxi LLC a permit valid until August 6, 2026 to operate as a transportation network company statewide. Pilot program operating in Austin since June 22, 2025 with select group of influencers and analysts. Service to open to general public next month per Elon Musk.",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-12,service_announced,deployment,Zoox,Las Vegas,NV,"-115.148413,36.167426",point,,Uber,,Flexible,Safety Driver,,Uber,https://www.webanditnews.com/2026/03/12/zoox-robotaxis-are-coming-to-uber-in-las-vegas-and-los-angeles-heres-what-it-means/,Initial launch with safety drivers before transitioning to fully driverless operations. Service will focus on Las Vegas resort corridor. Los Angeles launch to follow later.,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-24,service_testing,testing,Zoox,Austin,TX,"-97.7431,30.2672",point,Zoox Robotaxi,,,,,,,https://www.therobotreport.com/zoox-begins-testing-purpose-built-robotaxis-phoenix-and-dallas/,Purpose-built robotaxi testing begins,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-24,service_testing,testing,Zoox,Miami,FL,"-80.1918,25.7617",point,Zoox Robotaxi,,,,,,,https://www.therobotreport.com/zoox-begins-testing-purpose-built-robotaxis-phoenix-and-dallas/,Purpose-built robotaxi testing begins,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-24,service_testing,testing,Zoox,Phoenix,AZ,"-112.074,33.4484",point,Zoox Robotaxi,,,,,,,https://www.therobotreport.com/zoox-begins-testing-purpose-built-robotaxis-phoenix-and-dallas/,Purpose-built robotaxi testing begins,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-24,service_testing,testing,Zoox,Dallas,TX,"-96.7970,32.7767",point,Zoox Robotaxi,,,,,,,https://www.therobotreport.com/zoox-begins-testing-purpose-built-robotaxis-phoenix-and-dallas/,Purpose-built robotaxi testing begins,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-03-27,access_policy_changed,deployment,Tesla,Austin,TX,,none,,,,,,Public,,https://www.notateslaapp.com/news/3869/tesla-lowers-minimum-age-to-ride-a-robotaxi,Minimum rider age lowered from 13 to 8 (with adult),AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-01,supervision_updated,deployment,Tesla,Austin,TX,,none,,,,,Autonomous,,,https://www.basenor.com/blogs/news/tesla-austin-robotaxi-fleet-hits-10-unsupervised-model-ys,10 unsupervised Model Ys confirmed in fleet,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-06,service_testing,testing,Tesla,Phoenix,AZ,"-112.074,33.4484",point,Tesla Model Y,,,,,,,https://www.basenor.com/blogs/news/tesla-robotaxi-expansion-60-model-ys-spotted-in-phoenix,~60 Robotaxi-configured Model Ys spotted at staging lot,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-07,service_created,deployment,Waymo,Nashville,TN,waymo-nashville-april-7-2026-boundary.geojson,avmap_geojson,Jaguar I-Pace,Waymo,Yes,Flexible,Autonomous,Waitlist,Flexdrive,https://techcrunch.com/2026/04/07/waymo-opens-robotaxi-service-in-nashville-partners-with-lyft/,11th US city; Lyft/Flexdrive fleet management; 60 sq mi initial area,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-08,service_testing,testing,VW ADMT,Los Angeles,CA,"-118.2437,34.0522",point,VW ID. Buzz AD,Uber,,,Safety Driver,,,https://techcrunch.com/2026/04/08/volkswagen-moia-uber-los-angeles-testing-self-driving-microbuses-id-buzz/,MOIA America testing begins; ~10 vehicles scaling to 100+; commercial launch late 2026,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-13,service_testing,testing,Nuro,San Francisco,CA,"-122.4416,37.7717",point,Lucid Gravity,Uber,,,,,,https://techcrunch.com/2026/04/13/uber-nuro-san-francisco-testing-premium-robotaxi-service/,Uber employee test rides in Lucid Gravity robotaxis; public launch late 2026,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-15,access_policy_changed,deployment,Waymo,Miami,FL,,none,,,,,,Public,,https://waymo.com/blog/2026/04/floridas-new-way-to-ride/,Open to public - no waitlist required,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-15,access_policy_changed,deployment,Waymo,Orlando,FL,,none,,,,,,Public,,https://waymo.com/blog/2026/04/floridas-new-way-to-ride/,Open to public - no waitlist required,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-14,service_announced,unknown,Glydways,Atlanta,GA,"-84.4469,33.6391",point,,,,,,,,https://www.globenewswire.com/news-release/2026/04/14/3273722/0/en/Glydways-Raises-Oversubscribed-170M-Series-C-as-First-Autonomous-Vehicle-Networks-Enter-Public-Operation-in-2026.html,South Metro Atlanta 0.5-mile guideway connecting ATL SkyTrain to Gateway Center Arena; free on-demand service December 2026,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-18,service_created,deployment,Tesla,Dallas,TX,"-96.7970,32.7767",point,Tesla Model Y,Robotaxi,Yes,Flexible,Autonomous,Public,,https://techcrunch.com/2026/04/18/tesla-brings-its-robotaxi-service-to-dallas-and-houston/,Fully unsupervised launch skipping safety monitor phase; ~30-35 sq mi geofence covering urban core and Park Cities,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-18,service_created,deployment,Tesla,Houston,TX,"-95.3698,29.7604",point,Tesla Model Y,Robotaxi,Yes,Flexible,Autonomous,Public,,https://techcrunch.com/2026/04/18/tesla-brings-its-robotaxi-service-to-dallas-and-houston/,Fully unsupervised launch; ~12-15 sq mi geofence focused on Northwest region covering Jersey Village and Willowbrook areas,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-24,service_testing,testing,MOIA America,Orlando,FL,"-81.2519,28.4174",point,VW ID. Buzz AD,Beep,,,Safety Driver,,Beep,https://www.prnewswire.com/news-releases/moia-america-to-expand-into-new-us-markets-through-strategic-partnership-with-beep-starting-in-orlando-302752223.html,Validation testing started in Lake Nona FL; up to 5000 ID. Buzz vehicles planned over 10 years; passenger rides later 2026,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-30,service_announced,testing,Nuro,San Francisco,CA,"-122.4194,37.7749",point,Lucid Gravity,Uber,,,,,Oro Mobility,https://newsroom.hertz.com/press-releases/press-release-details/hertz-and-uber-partner-to-power-autonomous-robotaxi-and-driver-led-fleet-operations/,Hertz Oro Mobility named fleet operator for Uber/Lucid/Nuro robotaxi service launching Bay Area late 2026,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-05,service_testing,testing,Nuro,San Francisco,CA,"-122.4194,37.7749",point,Lucid Gravity,Uber,,,Safety Driver,,,https://techcrunch.com/2026/05/05/nuro-receives-driverless-testing-permit-ahead-of-uber-robotaxi-service-launch/,CA DMV modified driverless AV permit to include Lucid Gravity; Nuro one of 5 companies with both DMV Driverless Testing + CPUC Drivered Pilot permits,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-06,service_created,deployment,Aurora,Dallas,TX,"-96.7970,32.7767",point,Paccar,McLane,Yes,Fixed Route,Autonomous,Public,McLane,https://techcrunch.com/2026/05/06/aurora-lands-mclane-deal-to-run-driverless-truck-routes-in-texas/,Fully driverless commercial freight Dallas-Houston for Berkshire Hathaway McLane; 280K autonomous miles and 1400 deliveries in pilot; human observer in cab per Paccar agreement,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-06,service_created,deployment,Aurora,Houston,TX,"-95.3698,29.7604",point,Paccar,McLane,Yes,Fixed Route,Autonomous,Public,McLane,https://techcrunch.com/2026/05/06/aurora-lands-mclane-deal-to-run-driverless-truck-routes-in-texas/,Fully driverless commercial freight Dallas-Houston for McLane; targeting 200+ driverless trucks by year-end across Sun Belt,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-30,service_created,deployment,Kodiak AI,Dallas,TX,"-96.7970,32.7767",point,Paccar,Roehl Transport,Yes,Fixed Route,Safety Driver,Public,Roehl Transport,https://www.globenewswire.com/news-release/2026/05/07/3290645/0/en/Kodiak-Begins-Hauling-Freight-Autonomously-With-Roehl-Transport.html,4 round trips/week Dallas-Houston launched late April; 23500 hours of paid driverless ops Q1; targeting long-haul driverless by end of 2026,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-04-30,service_created,deployment,Kodiak AI,Houston,TX,"-95.3698,29.7604",point,Paccar,Roehl Transport,Yes,Fixed Route,Safety Driver,Public,Roehl Transport,https://www.globenewswire.com/news-release/2026/05/07/3290645/0/en/Kodiak-Begins-Hauling-Freight-Autonomously-With-Roehl-Transport.html,4 round trips/week Dallas-Houston autonomous freight service for Roehl Transport,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-13,access_policy_changed,deployment,Waymo,Miami,FL,,none,,,,,,Public,,https://waymo.com/blog/shorts/growing-to-1400-sqm/,Miami expansion announced; part of total 1400+ sq mi across 11 cities; FIFA World Cup match-ready expansion,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-13,access_policy_changed,deployment,Waymo,Austin,TX,,none,,,,,,Public,,https://waymo.com/blog/shorts/growing-to-1400-sqm/,Austin service area expansion in coming weeks; part of 1400+ sq mi total coverage,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-13,access_policy_changed,deployment,Waymo,Atlanta,GA,,none,,,,,,Public,,https://waymo.com/blog/shorts/growing-to-1400-sqm/,Atlanta service area expansion in coming weeks; part of 1400+ sq mi total,AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-13,access_policy_changed,deployment,Waymo,Houston,TX,,none,,,,,,Public,,https://www.axios.com/local/houston/2026/05/13/waymo-houston-expansion-world-cup-nrg-stadium,"Houston expansion to include EaDo, Texas Medical Center, NE Houston; tens of thousands of riders already on service",AV Map,https://github.com/path-avmap/av-map-data,MIT
2026-05-13,access_policy_changed,deployment,Waymo,San Francisco,CA,,none,,,,,,Public,,https://waymo.com/blog/shorts/growing-to-1400-sqm/,SF Bay Area service area expansion in coming weeks; part of 1400+ sq mi total,AV Map,https://github.com/path-avmap/av-map-data,MIT
